timestamp,lat,lon,fix_quality,num_sats,speed,satellite_id,snr,producer_timestamp,signal_drop,satellite_loss,lat_diff,lon_diff,drift_distance_m,position_drift,anomaly_detected,anomaly_type,altitude,hdop,heading,elevation,azimuth
2026-04-25 18:36:35.861708+00:00,-23.6701,133.8855,1,10,0.0,2,9.875,2026-04-25T18:36:35.861708Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:36:35.915147+00:00,-23.6701,133.8855,1,10,0.0,2,9.875,2026-04-25T18:36:35.915147Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:36:47.387819+00:00,-23.6701,133.8855,1,10,0.0,2,9.875,2026-04-25T18:36:47.387819Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:36:47.442398+00:00,-23.6701,133.8855,1,10,0.0,2,9.875,2026-04-25T18:36:47.442398Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:36:58.922843+00:00,-23.6701,133.8855,1,10,0.0,2,10.3125,2026-04-25T18:36:58.922843Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:36:58.977301+00:00,-23.6701,133.8855,1,10,0.0,2,10.3125,2026-04-25T18:36:58.977301Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:37:10.367731+00:00,-23.6701,133.8855,1,10,0.0,2,10.875,2026-04-25T18:37:10.367731Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:37:10.420430+00:00,-23.6701,133.8855,1,10,0.0,2,10.875,2026-04-25T18:37:10.420430Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:37:21.794092+00:00,-23.6701,133.8855,1,10,0.0,2,10.5,2026-04-25T18:37:21.794092Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:37:21.846773+00:00,-23.6701,133.8855,1,10,0.0,2,10.5,2026-04-25T18:37:21.846773Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:37:33.366119+00:00,-23.6701,133.8855,1,10,0.0,2,10.0625,2026-04-25T18:37:33.366119Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:37:33.312970+00:00,-23.6701,133.8855,1,10,0.0,2,10.0625,2026-04-25T18:37:33.312970Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:37:44.975026+00:00,-23.6701,133.8855,1,10,0.0,2,9.3125,2026-04-25T18:37:44.975026Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:37:44.921729+00:00,-23.6701,133.8855,1,10,0.0,2,9.3125,2026-04-25T18:37:44.921729Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:37:56.525693+00:00,-23.6701,133.8855,1,10,0.0,2,9.5,2026-04-25T18:37:56.525693Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:37:56.472976+00:00,-23.6701,133.8855,1,10,0.0,2,9.5,2026-04-25T18:37:56.472976Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:38:07.979238+00:00,-23.6701,133.8855,1,10,0.0,2,9.8125,2026-04-25T18:38:07.979238Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:38:08.032278+00:00,-23.6701,133.8855,1,10,0.0,2,9.8125,2026-04-25T18:38:08.032278Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:38:19.479262+00:00,-23.6701,133.8855,1,10,0.0,2,9.6875,2026-04-25T18:38:19.479262Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:38:19.426599+00:00,-23.6701,133.8855,1,10,0.0,2,9.6875,2026-04-25T18:38:19.426599Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:38:30.893291+00:00,-23.6701,133.8855,1,10,0.0,2,10.0625,2026-04-25T18:38:30.893291Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:38:30.840875+00:00,-23.6701,133.8855,1,10,0.0,2,10.0625,2026-04-25T18:38:30.840875Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:38:42.342993+00:00,-23.6701,133.8855,1,10,0.0,2,10.0625,2026-04-25T18:38:42.342993Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:38:42.289765+00:00,-23.6701,133.8855,1,10,0.0,2,10.0625,2026-04-25T18:38:42.289765Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:38:53.772863+00:00,-23.6701,133.8855,1,10,0.0,2,10.3125,2026-04-25T18:38:53.772863Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:38:53.719928+00:00,-23.6701,133.8855,1,10,0.0,2,10.3125,2026-04-25T18:38:53.719928Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:39:05.212806+00:00,-23.6701,133.8855,1,10,0.0,2,10.0,2026-04-25T18:39:05.212806Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:39:05.265816+00:00,-23.6701,133.8855,1,10,0.0,2,10.0,2026-04-25T18:39:05.265816Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:39:16.628449+00:00,-23.6701,133.8855,1,10,0.0,2,10.375,2026-04-25T18:39:16.628449Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:39:16.681143+00:00,-23.6701,133.8855,1,10,0.0,2,10.375,2026-04-25T18:39:16.681143Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:39:28.061080+00:00,-23.6701,133.8855,1,10,0.0,2,10.5,2026-04-25T18:39:28.061080Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:39:28.114222+00:00,-23.6701,133.8855,1,10,0.0,2,10.5,2026-04-25T18:39:28.114222Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:39:39.546308+00:00,-23.6701,133.8855,1,10,0.0,2,10.25,2026-04-25T18:39:39.546308Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:39:39.493165+00:00,-23.6701,133.8855,1,10,0.0,2,10.25,2026-04-25T18:39:39.493165Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:39:50.858557+00:00,-23.6701,133.8855,1,10,0.0,2,10.5625,2026-04-25T18:39:50.858557Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:39:50.911225+00:00,-23.6701,133.8855,1,10,0.0,2,10.5625,2026-04-25T18:39:50.911225Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:40:02.374589+00:00,-23.6701,133.8855,1,10,0.0,2,9.8125,2026-04-25T18:40:02.374589Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:40:02.428464+00:00,-23.6701,133.8855,1,10,0.0,2,9.8125,2026-04-25T18:40:02.428464Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:40:13.848447+00:00,-23.6701,133.8855,1,10,0.0,2,9.25,2026-04-25T18:40:13.848447Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:40:13.901008+00:00,-23.6701,133.8855,1,10,0.0,2,9.25,2026-04-25T18:40:13.901008Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:40:25.221826+00:00,-23.6701,133.8855,1,10,0.0,2,9.625,2026-04-25T18:40:25.221826Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:40:25.274981+00:00,-23.6701,133.8855,1,10,0.0,2,9.625,2026-04-25T18:40:25.274981Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:40:36.742787+00:00,-23.6701,133.8855,1,10,0.0,2,9.25,2026-04-25T18:40:36.742787Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:40:36.689227+00:00,-23.6701,133.8855,1,10,0.0,2,9.25,2026-04-25T18:40:36.689227Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:40:48.195303+00:00,-23.6701,133.8855,1,10,0.0,2,10.375,2026-04-25T18:40:48.195303Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:40:48.247725+00:00,-23.6701,133.8855,1,10,0.0,2,10.375,2026-04-25T18:40:48.247725Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:40:59.707966+00:00,-23.6701,133.8855,1,10,0.0,2,10.75,2026-04-25T18:40:59.707966Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:40:59.655379+00:00,-23.6701,133.8855,1,10,0.0,2,10.75,2026-04-25T18:40:59.655379Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:41:11.209404+00:00,-23.6701,133.8855,1,10,0.0,2,10.375,2026-04-25T18:41:11.209404Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:41:11.156761+00:00,-23.6701,133.8855,1,10,0.0,2,10.375,2026-04-25T18:41:11.156761Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:41:22.595838+00:00,-23.6701,133.8855,1,10,0.0,2,10.3125,2026-04-25T18:41:22.595838Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:41:22.648287+00:00,-23.6701,133.8855,1,10,0.0,2,10.3125,2026-04-25T18:41:22.648287Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:53:18.039353+00:00,-23.6701,133.8855,1,8,0.0,18,17.9375,2026-04-25T18:53:18.039353Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:53:18.092806+00:00,-23.6701,133.8855,1,8,0.0,18,17.9375,2026-04-25T18:53:18.092806Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:53:18.959103+00:00,-23.6701,133.8855,1,8,0.0,28,17.6875,2026-04-25T18:53:18.959103Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:53:19.012724+00:00,-23.6701,133.8855,1,8,0.0,28,17.6875,2026-04-25T18:53:19.012724Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:53:29.018030+00:00,-23.6701,133.8855,1,8,0.0,18,18.125,2026-04-25T18:53:29.018030Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:53:29.071375+00:00,-23.6701,133.8855,1,8,0.0,18,18.125,2026-04-25T18:53:29.071375Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:53:29.931387+00:00,-23.6701,133.8855,1,8,0.0,28,17.5,2026-04-25T18:53:29.931387Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:53:29.984644+00:00,-23.6701,133.8855,1,8,0.0,28,17.5,2026-04-25T18:53:29.984644Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:53:39.913465+00:00,-23.6701,133.8855,1,8,0.0,18,18.4375,2026-04-25T18:53:39.913465Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:53:39.966295+00:00,-23.6701,133.8855,1,8,0.0,18,18.4375,2026-04-25T18:53:39.966295Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:53:40.873669+00:00,-23.6701,133.8855,1,8,0.0,28,17.75,2026-04-25T18:53:40.873669Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:53:40.820120+00:00,-23.6701,133.8855,1,8,0.0,28,17.75,2026-04-25T18:53:40.820120Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:53:50.796857+00:00,-23.6701,133.8855,1,8,0.0,18,18.25,2026-04-25T18:53:50.796857Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:53:50.849352+00:00,-23.6701,133.8855,1,8,0.0,18,18.25,2026-04-25T18:53:50.849352Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:53:51.771717+00:00,-23.6701,133.8855,1,8,0.0,28,17.5,2026-04-25T18:53:51.771717Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:53:51.718712+00:00,-23.6701,133.8855,1,8,0.0,28,17.5,2026-04-25T18:53:51.718712Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:01.649752+00:00,-23.6701,133.8855,1,8,0.0,18,18.4375,2026-04-25T18:54:01.649752Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:01.703462+00:00,-23.6701,133.8855,1,8,0.0,18,18.4375,2026-04-25T18:54:01.703462Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:02.557134+00:00,-23.6701,133.8855,1,8,0.0,28,17.3125,2026-04-25T18:54:02.557134Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:02.610235+00:00,-23.6701,133.8855,1,8,0.0,28,17.3125,2026-04-25T18:54:02.610235Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:12.602378+00:00,-23.6701,133.8855,1,8,0.0,18,18.25,2026-04-25T18:54:12.602378Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:12.655103+00:00,-23.6701,133.8855,1,8,0.0,18,18.25,2026-04-25T18:54:12.655103Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:13.503331+00:00,-23.6701,133.8855,1,8,0.0,28,17.3125,2026-04-25T18:54:13.503331Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:13.556511+00:00,-23.6701,133.8855,1,8,0.0,28,17.3125,2026-04-25T18:54:13.556511Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:23.382084+00:00,-23.6701,133.8855,1,8,0.0,18,18.25,2026-04-25T18:54:23.382084Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:23.435024+00:00,-23.6701,133.8855,1,8,0.0,18,18.25,2026-04-25T18:54:23.435024Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:24.281599+00:00,-23.6701,133.8855,1,8,0.0,28,17.5625,2026-04-25T18:54:24.281599Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:24.334097+00:00,-23.6701,133.8855,1,8,0.0,28,17.5625,2026-04-25T18:54:24.334097Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:34.191247+00:00,-23.6701,133.8855,1,8,0.0,18,18.3125,2026-04-25T18:54:34.191247Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:34.138608+00:00,-23.6701,133.8855,1,8,0.0,18,18.3125,2026-04-25T18:54:34.138608Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:35.089440+00:00,-23.6701,133.8855,1,8,0.0,28,17.375,2026-04-25T18:54:35.089440Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:35.036291+00:00,-23.6701,133.8855,1,8,0.0,28,17.375,2026-04-25T18:54:35.036291Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:44.870248+00:00,-23.6701,133.8855,1,8,0.0,18,18.5625,2026-04-25T18:54:44.870248Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:44.922787+00:00,-23.6701,133.8855,1,8,0.0,18,18.5625,2026-04-25T18:54:44.922787Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:45.770417+00:00,-23.6701,133.8855,1,8,0.0,28,17.0,2026-04-25T18:54:45.770417Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:54:45.822927+00:00,-23.6701,133.8855,1,8,0.0,28,17.0,2026-04-25T18:54:45.822927Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:58:27.419198+00:00,-23.6701,133.8855,1,8,0.0,16,18.6875,2026-04-25T18:58:27.419198Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:58:27.473356+00:00,-23.6701,133.8855,1,8,0.0,16,18.6875,2026-04-25T18:58:27.473356Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:58:28.578111+00:00,-23.6701,133.8855,1,8,0.0,28,15.5,2026-04-25T18:58:28.578111Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:58:28.517704+00:00,-23.6701,133.8855,1,8,0.0,28,15.5,2026-04-25T18:58:28.517704Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:58:38.596858+00:00,-23.6701,133.8855,1,8,0.0,16,18.6875,2026-04-25T18:58:38.596858Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:58:38.651756+00:00,-23.6701,133.8855,1,8,0.0,16,18.6875,2026-04-25T18:58:38.651756Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:58:39.673387+00:00,-23.6701,133.8855,1,8,0.0,28,15.6875,2026-04-25T18:58:39.673387Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:58:39.726342+00:00,-23.6701,133.8855,1,8,0.0,28,15.6875,2026-04-25T18:58:39.726342Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:58:49.661291+00:00,-23.6701,133.8855,1,8,0.0,16,18.875,2026-04-25T18:58:49.661291Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:58:49.714749+00:00,-23.6701,133.8855,1,8,0.0,16,18.875,2026-04-25T18:58:49.714749Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:58:50.736814+00:00,-23.6701,133.8855,1,8,0.0,28,15.6875,2026-04-25T18:58:50.736814Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:58:50.790265+00:00,-23.6701,133.8855,1,8,0.0,28,15.6875,2026-04-25T18:58:50.790265Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:00.771850+00:00,-23.6701,133.8855,1,8,0.0,16,18.75,2026-04-25T18:59:00.771850Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:00.825002+00:00,-23.6701,133.8855,1,8,0.0,16,18.75,2026-04-25T18:59:00.825002Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:01.839483+00:00,-23.6701,133.8855,1,8,0.0,28,15.875,2026-04-25T18:59:01.839483Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:01.892893+00:00,-23.6701,133.8855,1,8,0.0,28,15.875,2026-04-25T18:59:01.892893Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:11.773819+00:00,-23.6701,133.8855,1,8,0.0,16,19.25,2026-04-25T18:59:11.773819Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:11.827274+00:00,-23.6701,133.8855,1,8,0.0,16,19.25,2026-04-25T18:59:11.827274Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:12.841145+00:00,-23.6701,133.8855,1,8,0.0,28,15.6875,2026-04-25T18:59:12.841145Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:12.897740+00:00,-23.6701,133.8855,1,8,0.0,28,15.6875,2026-04-25T18:59:12.897740Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:23.932446+00:00,-23.6701,133.8855,1,8,0.0,28,15.5,2026-04-25T18:59:23.932446Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:22.809518+00:00,-23.6701,133.8855,1,8,0.0,16,19.1875,2026-04-25T18:59:22.809518Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:22.864811+00:00,-23.6701,133.8855,1,8,0.0,16,19.1875,2026-04-25T18:59:22.864811Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:23.879095+00:00,-23.6701,133.8855,1,8,0.0,28,15.5,2026-04-25T18:59:23.879095Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:33.718636+00:00,-23.6701,133.8855,1,8,0.0,16,19.25,2026-04-25T18:59:33.718636Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:33.771606+00:00,-23.6701,133.8855,1,8,0.0,16,19.25,2026-04-25T18:59:33.771606Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:34.832394+00:00,-23.6701,133.8855,1,8,0.0,28,15.75,2026-04-25T18:59:34.832394Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:34.779327+00:00,-23.6701,133.8855,1,8,0.0,28,15.75,2026-04-25T18:59:34.779327Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:44.687318+00:00,-23.6701,133.8855,1,8,0.0,16,19.0625,2026-04-25T18:59:44.687318Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:44.634443+00:00,-23.6701,133.8855,1,8,0.0,16,19.0625,2026-04-25T18:59:44.634443Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:45.765716+00:00,-23.6701,133.8855,1,8,0.0,28,15.75,2026-04-25T18:59:45.765716Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
2026-04-25 18:59:45.703091+00:00,-23.6701,133.8855,1,8,0.0,28,15.75,2026-04-25T18:59:45.703091Z,True,False,0.0,0.0,0.0,False,True,SIGNAL_DROP,,,,,
